Active School Zone,AGE,At Intersection,Charge,Crash ID,Crash Severity,Date/Time,Ethnicity,Gender,Helmet Damage,Person Age,SPEED LIMIT,Speed Limit,Surface Condition,Weather Condition,Weekday,Deaths,Injuries,Latitude,Longitude,Not Injured
NO,35,FALSE,NO CHARGES,17196776,POSSIBLE INJURY,24/07/2019 17:54,WHITE,MALE,NOT DAMAGED,39,40,40,DRY,CLEAR,WEDNESDAY,0,1,30.30683543,-97.70510591,1
NO,45,FALSE,NO CHARGES,18666429,POSSIBLE INJURY,22/12/2021 19:59,WHITE,MALE,NOT DAMAGED,47,45,45,DRY,CLEAR,WEDNESDAY,0,1,30.35299562,-97.71454351,1
NO,15,FALSE,NO CHARGES,15597896,POSSIBLE INJURY,18/02/2017 11:08,WHITE,MALE,NOT DAMAGED,17,45,45,DRY,CLEAR,SATURDAY,0,2,30.18380376,-97.79235251,0
NO,30,FALSE,NO CHARGES,15914295,SUSPECTED MINOR INJURY,11/08/2017 08:13,WHITE,MALE,NOT DAMAGED,34,30,30,DRY,CLEAR,FRIDAY,0,1,30.29383392,-97.73528652,1
NO,30,FALSE,NO CHARGES,17007217,SUSPECTED MINOR INJURY,29/03/2019 13:51,WHITE,MALE,NOT DAMAGED,31,40,40,DRY,CLEAR,FRIDAY,0,1,30.22717215,-97.72713556,1
NO,35,FALSE,NO CHARGES,18245663,SUSPECTED MINOR INJURY,07/05/2021 18:57,WHITE,MALE,NOT DAMAGED,39,45,45,DRY,CLEAR,FRIDAY,0,1,30.19200672,-97.8124276,1
NO,50,FALSE,NON MOTOR VEHICLE WRONG WAY ON ONE WAY,15512698,SUSPECTED MINOR INJURY,12/02/2016 08:06,WHITE,MALE,NOT DAMAGED,50,45,45,DRY,CLEAR,FRIDAY,0,1,,,1
NO,55,FALSE,NO CHARGES,15706677,SUSPECTED MINOR INJURY,03/04/2017 15:35,WHITE,MALE,NOT DAMAGED,57,50,50,DRY,CLEAR,MONDAY,0,1,,,1
NO,35,FALSE,NO CHARGES,18023804,SUSPECTED MINOR INJURY,21/12/2020 16:06,WHITE,MALE,NOT DAMAGED,38,35,35,DRY,CLEAR,MONDAY,0,1,30.29259478,-97.76098247,4
NO,30,FALSE,NO CHARGES,17103807,SUSPECTED MINOR INJURY,01/06/2019 07:57,WHITE,MALE,NOT DAMAGED,31,40,40,DRY,CLEAR,SATURDAY,0,1,30.24741735,-97.77427233,1
NO,30,FALSE,NO CHARGES,15050036,SUSPECTED MINOR INJURY,23/04/2016 13:08,WHITE,MALE,NOT DAMAGED,33,45,45,DRY,CLEAR,SATURDAY,0,1,30.41995224,-97.75284689,1
NO,25,FALSE,NO CHARGES,15874475,SUSPECTED MINOR INJURY,20/07/2017 10:02,WHITE,MALE,NOT DAMAGED,26,30,30,DRY,CLEAR,THURSDAY,0,1,30.2748641,-97.74647127,1
NO,25,FALSE,NO CHARGES,15688556,SUSPECTED MINOR INJURY,06/04/2017 13:35,WHITE,MALE,NOT DAMAGED,27,30,30,DRY,CLEAR,THURSDAY,0,1,30.22825344,-97.78939969,1
NO,30,FALSE,NO CHARGES,17207015,SUSPECTED MINOR INJURY,24/05/2018 17:30,WHITE,MALE,NOT DAMAGED,32,30,30,DRY,CLEAR,THURSDAY,0,1,30.34181276,-97.75217385,1
NO,20,FALSE,NO CHARGES,15480718,SUSPECTED MINOR INJURY,08/12/2016 08:34,WHITE,MALE,NOT DAMAGED,22,35,35,DRY,CLEAR,THURSDAY,0,1,30.31180207,-97.70657102,1
NO,25,FALSE,NO CHARGES,15948351,SUSPECTED MINOR INJURY,06/04/2017 17:13,WHITE,MALE,NOT DAMAGED,26,35,35,DRY,CLEAR,THURSDAY,0,1,30.25967631,-97.69316996,1
NO,30,FALSE,NO CHARGES,16228694,SUSPECTED MINOR INJURY,21/12/2017 23:24,WHITE,MALE,NOT DAMAGED,32,35,35,DRY,CLEAR,THURSDAY,0,1,30.30764635,-97.74890023,1
NO,35,FALSE,NO CHARGES,15162136,SUSPECTED MINOR INJURY,09/06/2016 16:26,WHITE,MALE,NOT DAMAGED,38,35,35,DRY,CLEAR,THURSDAY,0,1,30.30298425,-97.73799796,1
NO,20,FALSE,NO CHARGES,16241104,SUSPECTED MINOR INJURY,08/02/2018 15:10,WHITE,MALE,NOT DAMAGED,23,55,55,DRY,CLEAR,THURSDAY,0,1,30.45332088,-97.8280813,1
NO,60,FALSE,NO CHARGES,17941600,SUSPECTED MINOR INJURY,13/10/2020 09:25,WHITE,MALE,NOT DAMAGED,60,25,25,DRY,CLEAR,TUESDAY,0,1,30.2527148,-97.73730248,1
NO,30,FALSE,NO CHARGES,16301913,SUSPECTED MINOR INJURY,13/03/2018 11:05,WHITE,MALE,NOT DAMAGED,32,35,35,DRY,CLEAR,TUESDAY,0,1,30.25790991,-97.7503499,1
NO,30,FALSE,NO CHARGES,16774293,SUSPECTED MINOR INJURY,04/12/2018 10:30,WHITE,MALE,NOT DAMAGED,33,35,35,DRY,CLEAR,TUESDAY,0,1,30.28762418,-97.72768128,1
NO,40,FALSE,NO CHARGES,16525032,SUSPECTED MINOR INJURY,17/07/2018 17:55,WHITE,MALE,NOT DAMAGED,44,35,35,DRY,CLEAR,TUESDAY,0,1,30.26478923,-97.72574786,1
NO,40,FALSE,NO CHARGES,16698231,SUSPECTED MINOR INJURY,23/10/2018 18:17,WHITE,MALE,NOT DAMAGED,41,55,55,DRY,CLEAR,TUESDAY,0,1,,,1
NO,45,FALSE,NO CHARGES,17007389,SUSPECTED MINOR INJURY,10/04/2019 09:03,WHITE,MALE,NOT DAMAGED,49,30,30,DRY,CLEAR,WEDNESDAY,0,1,30.26028477,-97.69430246,1
NO,15,FALSE,NO CHARGES,15861367,SUSPECTED MINOR INJURY,12/07/2017 18:03,WHITE,MALE,NOT DAMAGED,18,35,35,DRY,CLEAR,WEDNESDAY,0,1,30.27157165,-97.73696046,1
NO,45,FALSE,NO CHARGES,16026953,SUSPECTED MINOR INJURY,04/10/2017 08:11,WHITE,MALE,NOT DAMAGED,45,35,35,DRY,CLEAR,WEDNESDAY,0,1,30.23967613,-97.74755515,1
NO,50,FALSE,NO CHARGES,15827861,SUSPECTED MINOR INJURY,19/06/2017 08:42,WHITE,MALE,NOT DAMAGED,50,45,45,DRY,CLEAR,MONDAY,0,2,30.2685281,-97.77741548,1
NO,45,FALSE,NO CHARGES,15147937,SUSPECTED SERIOUS INJURY,09/06/2016 06:00,WHITE,MALE,NOT DAMAGED,47,55,55,DRY,CLEAR,THURSDAY,0,1,30.44465703,-97.83257896,1
NO,50,FALSE,NO CHARGES,16839369,SUSPECTED SERIOUS INJURY,08/01/2019 13:37,WHITE,MALE,NOT DAMAGED,53,35,35,DRY,CLEAR,TUESDAY,0,1,30.22120695,-97.75564895,1
NO,30,FALSE,NO CHARGES,16647258,POSSIBLE INJURY,24/09/2018 09:45,WHITE,MALE,NOT DAMAGED,34,40,40,DRY,CLOUDY,MONDAY,0,1,30.24739716,-97.77442929,1
NO,25,FALSE,NO CHARGES,16615400,SUSPECTED MINOR INJURY,07/09/2018 07:34,WHITE,MALE,NOT DAMAGED,25,30,30,DRY,CLOUDY,FRIDAY,0,1,30.27294478,-97.72494246,1
NO,55,FALSE,NO CHARGES,17931374,SUSPECTED MINOR INJURY,17/10/2020 17:50,WHITE,MALE,NOT DAMAGED,57,35,35,DRY,CLOUDY,SATURDAY,0,1,30.41814734,-97.77521187,1
NO,20,FALSE,NO CHARGES,17106834,SUSPECTED MINOR INJURY,09/05/2019 18:23,WHITE,MALE,NOT DAMAGED,23,30,30,DRY,CLOUDY,THURSDAY,0,1,30.27035141,-97.72458964,1
NO,20,FALSE,NO CHARGES,15412573,SUSPECTED MINOR INJURY,03/11/2016 09:16,WHITE,MALE,NOT DAMAGED,24,35,35,DRY,CLOUDY,THURSDAY,0,1,30.28711916,-97.72620033,1
NO,55,FALSE,NO CHARGES,18785949,SUSPECTED MINOR INJURY,16/12/2021 19:15,WHITE,MALE,NOT DAMAGED,59,35,35,DRY,CLOUDY,THURSDAY,0,1,,,1
NO,30,FALSE,NO CHARGES,15359492,SUSPECTED SERIOUS INJURY,05/10/2016 06:35,WHITE,MALE,NOT DAMAGED,33,45,45,DRY,CLOUDY,WEDNESDAY,0,1,30.3903223,-97.72208944,2
NO,40,FALSE,NO CHARGES,16814819,POSSIBLE INJURY,18/12/2018 07:56,WHITE,MALE,NOT DAMAGED,40,30,30,DRY,FOG,TUESDAY,0,1,30.21194428,-97.73716943,2
NO,25,FALSE,NO CHARGES,16962795,NOT INJURED,03/01/2019 08:30,WHITE,MALE,NOT DAMAGED,27,35,35,WET,CLOUDY,THURSDAY,0,0,30.26065949,-97.75753778,2
NO,20,FALSE,UNSAFE MOVEMENT LEFT,16151197,SUSPECTED MINOR INJURY,19/12/2017 11:51,WHITE,MALE,NOT DAMAGED,21,35,35,WET,RAIN,TUESDAY,0,1,30.30575743,-97.74435504,1
NO,20,FALSE,NO CHARGES,15088621,POSSIBLE INJURY,05/05/2016 07:39,ASIAN,FEMALE,UNKNOWN,23,35,35,DRY,CLEAR,THURSDAY,0,1,30.24758953,-97.77309221,1
NO,20,FALSE,NO CHARGES,18596999,POSSIBLE INJURY,16/11/2021 12:30,ASIAN,FEMALE,UNKNOWN,23,10,10,DRY,CLEAR,TUESDAY,0,2,,,1
NO,20,FALSE,NO CHARGES,17270877,SUSPECTED MINOR INJURY,05/09/2019 12:24,ASIAN,FEMALE,UNKNOWN,21,35,35,DRY,CLEAR,THURSDAY,0,1,30.29356207,-97.74195546,1
NO,30,FALSE,NO CHARGES,15826121,SUSPECTED SERIOUS INJURY,10/06/2017 06:45,ASIAN,FEMALE,UNKNOWN,32,35,35,DRY,CLEAR,SATURDAY,0,4,30.23924717,-97.71927093,1
NO,30,FALSE,NO CHARGES,15852080,POSSIBLE INJURY,07/07/2017 11:14,BLACK,FEMALE,UNKNOWN,34,35,35,DRY,CLEAR,FRIDAY,0,1,,,1
NO,40,FALSE,NO CHARGES,15411844,POSSIBLE INJURY,31/10/2016 17:33,BLACK,FEMALE,UNKNOWN,42,5,5,DRY,CLEAR,MONDAY,0,1,,,1
NO,20,FALSE,NO CHARGES,15368368,POSSIBLE INJURY,10/10/2016 16:31,BLACK,FEMALE,UNKNOWN,22,55,55,DRY,CLEAR,MONDAY,0,1,30.2664408,-97.73440902,2
NO,20,FALSE,NO CHARGES,18562691,SUSPECTED MINOR INJURY,31/10/2021 21:49,BLACK,FEMALE,UNKNOWN,22,20,20,DRY,CLEAR,SUNDAY,0,1,,,1
NO,10,FALSE,NO CHARGES,16848469,SUSPECTED SERIOUS INJURY,12/01/2019 18:25,BLACK,FEMALE,UNKNOWN,14,45,45,DRY,CLEAR,SATURDAY,0,1,30.26975539,-97.69675643,1
NO,35,FALSE,NO CHARGES,17441922,SUSPECTED MINOR INJURY,05/12/2019 12:47,BLACK,FEMALE,UNKNOWN,38,30,30,DRY,CLOUDY,THURSDAY,0,1,30.26416481,-97.70304246,1
NO,35,FALSE,NO CHARGES,15446082,SUSPECTED SERIOUS INJURY,08/11/2016 18:58,BLACK,FEMALE,UNKNOWN,38,40,40,WET,RAIN,TUESDAY,0,1,30.2140524,-97.80007782,0
NO,35,FALSE,NO CHARGES,15361282,NOT INJURED,06/10/2016 09:37,HISPANIC,FEMALE,UNKNOWN,35,45,45,DRY,CLEAR,THURSDAY,0,0,30.19958604,-97.70727247,2
NO,35,FALSE,NO CHARGES,15925532,POSSIBLE INJURY,21/08/2017 14:06,HISPANIC,FEMALE,UNKNOWN,39,35,35,DRY,CLEAR,MONDAY,0,1,30.2192857,-97.76619792,1
NO,15,FALSE,NO CHARGES,17695013,POSSIBLE INJURY,26/05/2020 18:46,HISPANIC,FEMALE,UNKNOWN,15,45,45,DRY,CLEAR,TUESDAY,0,1,30.20075977,-97.87939683,0
NO,20,FALSE,NO CHARGES,17622012,SUSPECTED MINOR INJURY,12/03/2020 19:25,HISPANIC,FEMALE,UNKNOWN,21,30,30,DRY,CLEAR,THURSDAY,0,1,,,0
NO,35,FALSE,NO CHARGES,15353054,SUSPECTED MINOR INJURY,29/09/2016 20:35,HISPANIC,FEMALE,UNKNOWN,38,50,50,DRY,CLEAR,THURSDAY,0,1,30.25745373,-97.73716684,1
NO,45,FALSE,NO CHARGES,15795124,SUSPECTED MINOR INJURY,30/05/2017 19:43,HISPANIC,FEMALE,UNKNOWN,48,50,50,DRY,CLEAR,TUESDAY,0,1,30.42271513,-97.66744732,1
NO,45,FALSE,NO CHARGES,15297914,SUSPECTED MINOR INJURY,31/08/2016 20:13,HISPANIC,FEMALE,UNKNOWN,48,45,45,DRY,CLEAR,WEDNESDAY,0,1,30.19945171,-97.70711895,0
NO,40,FALSE,NO CHARGES,15305301,SUSPECTED MINOR INJURY,05/09/2016 00:32,HISPANIC,FEMALE,UNKNOWN,42,35,35,DRY,CLEAR,MONDAY,0,3,30.26371515,-97.73149331,0
NO,30,FALSE,NO CHARGES,18284099,SUSPECTED SERIOUS INJURY,27/05/2021 15:00,HISPANIC,FEMALE,UNKNOWN,30,40,40,DRY,CLEAR,THURSDAY,0,1,30.44110414,-97.66671185,0
NO,0,FALSE,NO CHARGES,16729773,SUSPECTED MINOR INJURY,09/11/2018 07:33,HISPANIC,FEMALE,UNKNOWN,3,20,20,WET,CLOUDY,FRIDAY,0,1,30.19218658,-97.88121505,3
NO,5,FALSE,NO CHARGES,16729773,SUSPECTED MINOR INJURY,09/11/2018 07:33,HISPANIC,FEMALE,UNKNOWN,5,20,20,WET,CLOUDY,FRIDAY,0,1,30.19218658,-97.88121505,3
NO,25,FALSE,NO CHARGES,16729773,SUSPECTED MINOR INJURY,09/11/2018 07:33,HISPANIC,FEMALE,UNKNOWN,25,20,20,WET,CLOUDY,FRIDAY,0,1,30.19218658,-97.88121505,3
NO,55,FALSE,NO CHARGES,15675746,POSSIBLE INJURY,14/03/2017 23:31,OTHER,FEMALE,UNKNOWN,57,15,15,DRY,CLEAR,TUESDAY,0,1,30.26775283,-97.73432354,2
NO,35,FALSE,NO CHARGES,15562579,SUSPECTED MINOR INJURY,30/01/2017 10:00,OTHER,FEMALE,UNKNOWN,38,30,30,DRY,CLEAR,MONDAY,0,1,30.24514478,-97.75125246,1
NO,30,FALSE,NO CHARGES,18119537,SUSPECTED MINOR INJURY,22/02/2021 18:10,OTHER,FEMALE,UNKNOWN,30,35,35,DRY,CLEAR,MONDAY,0,1,30.27085478,-97.74176246,1
NO,60,FALSE,AMC NMV - RIDING BICYCLE BETWEEN VEHICLES,17977375,POSSIBLE INJURY,23/11/2020 14:05,WHITE,FEMALE,UNKNOWN,61,10,10,DRY,CLEAR,MONDAY,0,1,,,1
NO,55,FALSE,NO CHARGES,17510902,POSSIBLE INJURY,11/01/2020 20:08,WHITE,FEMALE,UNKNOWN,56,45,45,DRY,CLEAR,SATURDAY,0,1,30.1811448,-97.84471244,2
NO,35,FALSE,NO CHARGES,17934897,POSSIBLE INJURY,18/10/2020 14:01,WHITE,FEMALE,UNKNOWN,37,35,35,DRY,CLEAR,SUNDAY,0,1,30.40971906,-97.69654861,1
NO,15,FALSE,NO CHARGES,16927917,POSSIBLE INJURY,26/02/2019 10:57,WHITE,FEMALE,UNKNOWN,19,30,30,DRY,CLEAR,TUESDAY,0,1,30.28663658,-97.74477322,1
NO,35,FALSE,NO CHARGES,17541277,POSSIBLE INJURY,29/01/2020 16:39,WHITE,FEMALE,UNKNOWN,36,35,35,DRY,CLEAR,WEDNESDAY,0,1,30.23879479,-97.75354247,1
NO,25,FALSE,NO CHARGES,16678829,SUSPECTED MINOR INJURY,12/10/2018 08:56,WHITE,FEMALE,UNKNOWN,26,35,35,DRY,CLEAR,FRIDAY,0,1,30.25932199,-97.75901727,1
NO,35,FALSE,NO CHARGES,18429600,SUSPECTED MINOR INJURY,20/08/2021 09:10,WHITE,FEMALE,UNKNOWN,35,35,35,DRY,CLEAR,FRIDAY,0,1,30.21886286,-97.77426859,1
NO,30,FALSE,NO CHARGES,16708146,SUSPECTED MINOR INJURY,26/10/2018 16:55,WHITE,FEMALE,UNKNOWN,30,35,35,DRY,CLEAR,FRIDAY,0,1,30.22730134,-97.76159153,2
NO,25,FALSE,NO CHARGES,16725400,SUSPECTED MINOR INJURY,05/11/2018 13:07,WHITE,FEMALE,UNKNOWN,29,30,30,DRY,CLEAR,MONDAY,0,1,,,1
NO,30,FALSE,NO CHARGES,15917192,SUSPECTED MINOR INJURY,14/08/2017 16:37,WHITE,FEMALE,UNKNOWN,30,35,35,DRY,CLEAR,MONDAY,0,1,30.18761861,-97.81525267,1
NO,30,FALSE,NO CHARGES,15948415,SUSPECTED MINOR INJURY,04/09/2017 11:00,WHITE,FEMALE,UNKNOWN,32,35,35,DRY,CLEAR,MONDAY,0,1,30.30137419,-97.73902785,1
NO,35,FALSE,NO CHARGES,16027051,SUSPECTED MINOR INJURY,16/10/2017 17:50,WHITE,FEMALE,UNKNOWN,37,35,35,DRY,CLEAR,MONDAY,0,1,30.29602477,-97.74241246,1
NO,65,FALSE,NO CHARGES,15562578,SUSPECTED MINOR INJURY,30/01/2017 09:55,WHITE,FEMALE,UNKNOWN,65,35,35,DRY,CLEAR,MONDAY,0,1,30.26379598,-97.7638161,1
NO,30,FALSE,NO CHARGES,15948412,SUSPECTED MINOR INJURY,02/09/2017 23:00,WHITE,FEMALE,UNKNOWN,32,30,30,DRY,CLEAR,SATURDAY,0,1,30.26915465,-97.7361923,3
NO,20,FALSE,NO CHARGES,16310183,SUSPECTED MINOR INJURY,18/02/2018 18:35,WHITE,FEMALE,UNKNOWN,22,30,30,DRY,CLEAR,SUNDAY,0,1,30.26680332,-97.75319737,0
NO,25,FALSE,NO CHARGES,17857724,SUSPECTED MINOR INJURY,16/09/2018 02:57,WHITE,FEMALE,UNKNOWN,25,35,35,DRY,CLEAR,SUNDAY,0,1,,,0
NO,25,FALSE,NO CHARGES,17460900,SUSPECTED MINOR INJURY,15/12/2019 22:33,WHITE,FEMALE,UNKNOWN,28,35,35,DRY,CLEAR,SUNDAY,0,1,,,1
NO,55,FALSE,NO CHARGES,15878247,SUSPECTED MINOR INJURY,23/07/2017 21:08,WHITE,FEMALE,UNKNOWN,59,35,35,DRY,CLEAR,SUNDAY,0,1,,,1
NO,25,FALSE,NO CHARGES,17524112,SUSPECTED MINOR INJURY,05/01/2020 22:12,WHITE,FEMALE,UNKNOWN,28,35,35,DRY,CLEAR,SUNDAY,0,1,30.25633665,-97.71120929,2
NO,20,FALSE,NO CHARGES,16229172,SUSPECTED MINOR INJURY,14/09/2017 19:49,WHITE,FEMALE,UNKNOWN,24,55,55,DRY,CLEAR,THURSDAY,0,1,,,0
NO,20,FALSE,NO CHARGES,16675361,SUSPECTED MINOR INJURY,11/10/2018 09:13,WHITE,FEMALE,UNKNOWN,23,35,35,DRY,CLEAR,THURSDAY,0,1,30.31629477,-97.73232246,1
NO,20,FALSE,NO CHARGES,17014039,SUSPECTED MINOR INJURY,10/04/2019 07:59,WHITE,FEMALE,UNKNOWN,24,15,15,DRY,CLEAR,WEDNESDAY,0,1,30.28374932,-97.73038033,1
NO,40,FALSE,NO CHARGES,18466609,SUSPECTED MINOR INJURY,25/08/2021 17:21,WHITE,FEMALE,UNKNOWN,44,35,35,DRY,CLEAR,WEDNESDAY,0,1,30.26573993,-97.73465492,1
NO,55,FALSE,NO CHARGES,14836519,SUSPECTED MINOR INJURY,23/12/2015 12:09,WHITE,FEMALE,UNKNOWN,58,40,40,DRY,CLEAR,WEDNESDAY,0,1,,,1
NO,30,FALSE,NO CHARGES,16237215,SUSPECTED MINOR INJURY,24/01/2018 21:15,WHITE,FEMALE,UNKNOWN,31,45,45,DRY,CLEAR,WEDNESDAY,0,1,30.22813439,-97.78947826,1
NO,45,FALSE,NO CHARGES,17184168,SUSPECTED MINOR INJURY,17/07/2019 12:30,WHITE,FEMALE,UNKNOWN,46,45,45,DRY,CLEAR,WEDNESDAY,0,1,30.23050123,-97.78930583,1
NO,25,FALSE,NO CHARGES,15305301,SUSPECTED MINOR INJURY,05/09/2016 00:32,WHITE,FEMALE,UNKNOWN,26,35,35,DRY,CLEAR,MONDAY,0,3,30.26371515,-97.73149331,0
NO,60,FALSE,NO CHARGES,17678209,SUSPECTED SERIOUS INJURY,04/05/2020 19:25,WHITE,FEMALE,UNKNOWN,63,35,35,DRY,CLEAR,MONDAY,0,1,30.24057155,-97.7821583,1
NO,60,FALSE,NO CHARGES,17803458,SUSPECTED SERIOUS INJURY,06/08/2020 10:25,WHITE,FEMALE,UNKNOWN,64,5,5,DRY,CLEAR,THURSDAY,0,1,,,0
NO,15,FALSE,NO CHARGES,18049995,SUSPECTED SERIOUS INJURY,06/01/2021 21:25,WHITE,FEMALE,UNKNOWN,19,30,30,DRY,CLEAR,WEDNESDAY,0,1,30.25282478,-97.75915246,0
NO,25,FALSE,NO CHARGES,15978737,SUSPECTED SERIOUS INJURY,17/09/2017 02:57,WHITE,FEMALE,UNKNOWN,29,35,35,DRY,CLEAR,SUNDAY,0,3,30.26385857,-97.7443447,1
NO,30,FALSE,NO CHARGES,15978737,SUSPECTED SERIOUS INJURY,17/09/2017 02:57,WHITE,FEMALE,UNKNOWN,31,35,35,DRY,CLEAR,SUNDAY,0,3,30.26385857,-97.7443447,1
NO,50,FALSE,NO CHARGES,15826121,SUSPECTED SERIOUS INJURY,10/06/2017 06:45,WHITE,FEMALE,UNKNOWN,53,35,35,DRY,CLEAR,SATURDAY,0,4,30.23924717,-97.71927093,1
NO,55,FALSE,NO CHARGES,15826121,SUSPECTED SERIOUS INJURY,10/06/2017 06:45,WHITE,FEMALE,UNKNOWN,59,35,35,DRY,CLEAR,SATURDAY,0,4,30.23924717,-97.71927093,1
NO,30,FALSE,NO CHARGES,17061469,SUSPECTED MINOR INJURY,10/05/2019 12:34,WHITE,FEMALE,UNKNOWN,34,30,30,DRY,CLOUDY,FRIDAY,0,1,30.25850478,-97.70008247,1
NO,35,FALSE,NO CHARGES,18548712,SUSPECTED MINOR INJURY,24/10/2021 19:15,WHITE,FEMALE,UNKNOWN,38,35,35,DRY,CLOUDY,SUNDAY,0,1,30.25229274,-97.74868944,2
NO,25,FALSE,NO CHARGES,16639913,SUSPECTED MINOR INJURY,20/09/2018 11:15,WHITE,FEMALE,UNKNOWN,27,30,30,DRY,CLOUDY,THURSDAY,0,1,30.27689478,-97.75147246,0
NO,20,FALSE,NO CHARGES,16729772,SUSPECTED MINOR INJURY,08/11/2018 13:32,WHITE,FEMALE,UNKNOWN,21,35,35,DRY,CLOUDY,THURSDAY,0,1,30.28984005,-97.74444637,1
NO,20,FALSE,NO CHARGES,16388407,SUSPECTED MINOR INJURY,03/05/2018 07:51,WHITE,FEMALE,UNKNOWN,23,35,35,DRY,CLOUDY,THURSDAY,0,1,,,1
NO,15,FALSE,NO CHARGES,16247121,SUSPECTED MINOR INJURY,07/02/2018 08:40,WHITE,FEMALE,UNKNOWN,15,35,35,DRY,CLOUDY,WEDNESDAY,0,1,30.23561195,-97.75626354,0
NO,20,FALSE,NO CHARGES,15133515,SUSPECTED MINOR INJURY,01/06/2016 13:27,WHITE,FEMALE,UNKNOWN,20,15,15,DRY,CLOUDY,WEDNESDAY,0,1,,,1
NO,25,FALSE,NO CHARGES,15613625,SUSPECTED SERIOUS INJURY,28/02/2017 19:09,WHITE,FEMALE,UNKNOWN,29,45,45,DRY,CLOUDY,TUESDAY,0,1,30.28600397,-97.70805912,2
NO,55,FALSE,NO CHARGES,18357838,POSSIBLE INJURY,09/07/2021 16:24,WHITE,FEMALE,UNKNOWN,56,15,15,WET,CLEAR,FRIDAY,0,1,,,0
NO,20,FALSE,NO CHARGES,15867064,SUSPECTED MINOR INJURY,15/07/2017 18:00,WHITE,FEMALE,UNKNOWN,24,35,35,WET,CLEAR,SATURDAY,0,1,30.23438698,-97.7225175,0
NO,25,FALSE,NO CHARGES,16368818,POSSIBLE INJURY,21/04/2018 13:19,WHITE,FEMALE,UNKNOWN,29,45,45,WET,CLOUDY,SATURDAY,0,1,,,2
NO,20,FALSE,NO CHARGES,16949960,POSSIBLE INJURY,13/03/2019 08:03,WHITE,FEMALE,UNKNOWN,22,35,35,WET,RAIN,WEDNESDAY,0,1,30.25692621,-97.7509104,1
NO,25,FALSE,NO CHARGES,16967233,SUSPECTED SERIOUS INJURY,13/03/2019 09:41,WHITE,FEMALE,UNKNOWN,25,35,35,WET,RAIN,WEDNESDAY,0,1,30.2773288,-97.69750831,0
NO,30,FALSE,NO CHARGES,17357152,NOT INJURED,08/10/2019 16:54,ASIAN,MALE,UNKNOWN,31,30,30,DRY,CLEAR,TUESDAY,0,0,30.26611523,-97.73584873,2
NO,60,FALSE,NO CHARGES,18654391,SUSPECTED MINOR INJURY,17/12/2021 20:40,ASIAN,MALE,UNKNOWN,60,50,50,DRY,CLEAR,FRIDAY,0,1,30.42929803,-97.75951859,1
NO,20,FALSE,FAILURE TO YIELD RIGHT OF WAY PRIVATE DRIVE,15381756,SUSPECTED MINOR INJURY,15/10/2016 13:31,ASIAN,MALE,UNKNOWN,22,30,30,DRY,CLEAR,SATURDAY,0,1,30.2720651,-97.75244155,1
NO,25,FALSE,NO CHARGES,16424097,SUSPECTED MINOR INJURY,19/05/2018 21:28,ASIAN,MALE,UNKNOWN,25,35,35,DRY,CLEAR,SATURDAY,0,1,30.2645321,-97.74128166,1
NO,25,FALSE,NO CHARGES,17609822,SUSPECTED MINOR INJURY,08/03/2020 15:48,ASIAN,MALE,UNKNOWN,28,35,35,DRY,CLEAR,SUNDAY,0,1,,,1
NO,35,FALSE,NO CHARGES,17972613,SUSPECTED MINOR INJURY,27/02/2020 17:25,ASIAN,MALE,UNKNOWN,38,35,35,DRY,CLEAR,THURSDAY,0,1,30.41158861,-97.72861153,1
NO,20,FALSE,NO CHARGES,16615305,SUSPECTED MINOR INJURY,04/09/2018 16:38,ASIAN,MALE,UNKNOWN,21,20,20,WET,CLEAR,TUESDAY,0,1,30.28384479,-97.74945246,3
NO,10,FALSE,NO CHARGES,17404195,POSSIBLE INJURY,14/11/2019 15:45,ASIAN,MALE,UNKNOWN,10,30,30,WET,CLOUDY,THURSDAY,0,1,30.43412428,-97.82356034,1
NO,30,FALSE,NO CHARGES,17985624,NOT INJURED,03/05/2018 22:39,BLACK,MALE,UNKNOWN,30,40,40,DRY,CLEAR,THURSDAY,0,0,30.33442218,-97.70753729,2
NO,45,FALSE,NO CHARGES,15053893,POSSIBLE INJURY,25/04/2016 01:52,BLACK,MALE,UNKNOWN,47,45,45,DRY,CLEAR,MONDAY,0,1,30.20194623,-97.7101305,0
NO,65,FALSE,NO CHARGES,18600322,POSSIBLE INJURY,14/08/2021 13:38,BLACK,MALE,UNKNOWN,67,45,45,DRY,CLEAR,SATURDAY,0,1,30.35559824,-97.71528844,3
NO,20,FALSE,NO CHARGES,15316516,POSSIBLE INJURY,03/09/2016 11:30,BLACK,MALE,UNKNOWN,23,35,35,DRY,CLEAR,SATURDAY,0,1,30.3880382,-97.65040511,4
NO,5,FALSE,NO CHARGES,17942125,POSSIBLE INJURY,01/11/2020 13:32,BLACK,MALE,UNKNOWN,8,20,20,DRY,CLEAR,SUNDAY,0,1,,,1
NO,40,FALSE,NO CHARGES,18308310,POSSIBLE INJURY,30/05/2021 16:03,BLACK,MALE,UNKNOWN,44,35,35,DRY,CLEAR,SUNDAY,0,1,30.33452282,-97.73986245,1
NO,35,FALSE,NO CHARGES,17180257,POSSIBLE INJURY,11/07/2019 13:46,BLACK,MALE,UNKNOWN,35,30,30,DRY,CLEAR,THURSDAY,0,1,30.26623731,-97.74348428,1
